question,ground_truth
Hình thức khen thưởng trong các hoạt động phong trào được quyết định bởi ai?,Quyết định khen thưởng của đoàn khoa và tương đương.
Hình thức khen thưởng trong các hoạt động phong trào được quyết định bởi ai?,Quyết định khen thưởng của đoàn khoa và tương đương.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào sẽ được áp dụng nếu sinh viên bị đình chỉ thi 2 lần trong một năm học?,Sinh viên bị đình chỉ thi 2 lần trong một năm học sẽ bị đình chỉ học tập 1 năm sau đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức xử lý nào áp dụng khi sinh viên chỉ vi phạm nhìn bài của người khác?,Sinh viên bị khiển trách sẽ bị trừ 25% điểm số của lần thi/kiểm tra đó.
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá trực tuyến có những yêu cầu gì?,"Hình thức đánh giá trực tuyến được áp dụng khi đảm bảo trung thực, công bằng và khách quan như đánh giá trực tiếp, đồng thời đóng góp không quá 50% trọng số tổng điểm học phần."
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hình thức đánh giá và tính điểm học phần được ghi ở đâu?,Hình thức đánh giá và tính điểm học phần được ghi rõ trong đề cương chi tiết của học phần.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp loại khá có điểm trung bình tích lũy là bao nhiêu?,Hạng tốt nghiệp loại khá có điểm trung bình tích lũy từ 2.50 đến 3.19.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hạng tốt nghiệp được xác định dựa trên tiêu chí gì?,Hạng tốt nghiệp được xác định căn cứ vào ĐTBCTL.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc bị kỷ luật mức đình chỉ học tập là gì?,Người học bị kỷ luật mức đình chỉ học tập không được đánh giá rèn luyện trong thời gian bị đình chỉ.
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc không có mục tiêu giáo dục là gì?,"Tôi không biết, có vẻ như câu hỏi của bạn không nằm trong nguồn kiến thức được cung cấp."
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc mất bằng tốt nghiệp là gì?,Sinh viên phải nộp đơn để được cấp bản sao bằng tốt nghiệp.
Hậu quả của việc sinh viên vi phạm kỷ luật là gì?,Những sinh viên vi phạm kỷ luật sẽ bị trừ điểm trong tiêu chí tương ứng và trừ đến khi điểm của tiêu chí đó bằng 0 không có điểm âm trong từng tiêu chí.
Hậu quả của việc sinh viên vi phạm kỷ luật là gì?,Những sinh viên vi phạm kỷ luật sẽ bị trừ điểm trong tiêu chí tương ứng và trừ đến khi điểm của tiêu chí đó bằng 0 không có điểm âm trong từng tiêu chí.
Hậu quả của việc sinh viên vi phạm kỷ luật là gì?,Những sinh viên vi phạm kỷ luật sẽ bị trừ điểm trong tiêu chí tương ứng và trừ đến khi điểm của tiêu chí đó bằng 0 không có điểm âm trong từng tiêu chí.
Hậu quả của việc sinh viên vi phạm kỷ luật là gì?,Những sinh viên vi phạm kỷ luật sẽ bị trừ điểm trong tiêu chí tương ứng và trừ đến khi điểm của tiêu chí đó bằng 0 không có điểm âm trong từng tiêu chí.
